一级标签,二级标签,标签定义,用户问题,标准回答,回答来源,法规依据,依据编码,关键词,同义词,风险等级,适用场景,备注
安全用气,用气常识,,安全用气-儿童安全-常见问题3：我想要了解安全用气中关于儿童安全方面的详细信息，请问有什么需要注意的？,关于安全用气儿童安全方面的问题：建议您联系衡阳天然气客服热线0734-8677777获取最准确的信息，或关注微信公众号衡阳天然气在线查询相关服务指南。衡阳天然气公司将为您提供专业的解答和服务。,衡阳市天然气有限责任公司,衡阳天然气公司服务规范,,,,中,,
安全用气,用气常识,,求教安全用气的儿童安全需要等多久,感谢您的咨询。关于安全用气的儿童安全问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,咨询一下安全用气的儿童安全怎么取消,感谢您的咨询。关于安全用气的儿童安全问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,安全用气的儿童安全可以怎么做,感谢您的咨询。关于安全用气的儿童安全问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,想问下安全用气的儿童安全需要本人到场吗,感谢您的咨询。关于安全用气的儿童安全问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,湖南省地方法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,我想了解安全用气的儿童安全会有什么后果,感谢您的咨询。关于安全用气的儿童安全问题，衡阳天然气公司为您提供专业的解答和服务。建议通过以下方式获取准确信息：1.拨打24小时客服热线0734-8677777；2.关注微信公众号衡阳天然气在线查询；3.前往就近营业厅咨询。我们将竭诚为您服务。,衡阳市天然气有限责任公司,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,怎么防止幼儿玩燃气灶旋钮？,防护措施：安装灶具旋钮安全锁（防护罩）可从网上或燃气公司购买；使用带童锁功能的灶具（部分高端灶具自带）；平时将灶前阀关闭即使旋钮被转动也无燃气流出；教育儿童不要靠近燃气灶（用简单语言说明危险性）。多重防护最安全。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,家里来小客人要怎么保证燃气安全？,有访客儿童时的额外安全措施：提前将灶前阀关闭并告知家长看管好孩子不要进入厨房；如有儿童安全锁确保已启用；将打火机火柴等引火物收到儿童够不到的地方；饭后收拾厨房时顺便检查灶具旋钮是否在关闭位置。,国家级法规,《城镇燃气管理条例》第二十七条,,,,中,,
安全用气,用气常识,,使用燃气灶时应该注意哪些安全事项？,安全操作规范：每次使用前检查火盖是否放平火孔是否堵塞；点火时先开灶前阀再旋转旋钮，如未点燃须等至少10秒后再试；使用中须保持厨房通风良好严禁紧闭门窗；使用中须有人值守发生汤汁溢出浇灭火焰须立即关闭灶前阀；使用完毕先关灶前阀再关灶具旋钮；每晚睡前和离家前务必检查灶前阀关闭状态。,国家级法规,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,高,,
安全用气,设备安全,,为什么燃气热水器必须安装在通风处？,燃气热水器燃烧消耗室内氧气并产生二氧化碳，通风不良时氧气浓度下降，燃烧不完全即产生大量一氧化碳（CO），引起中毒。CO无色无味，中毒初期头痛恶心乏力，重度可致死。热水器必须安装在通风良好的厨房或专用设备阳台，严禁装在浴室卧室密闭阳台，烟道必须伸出室外，建议每使用30分钟暂停5-10分钟通风换气。,国家级法规,《城镇燃气管理条例》第二十七条；GB 6932-2015,,,,高,,
安全用气,设备安全,,燃气软管多久需要更换应该换成什么类型？,传统橡胶软管使用年限不得超过2年，超期必须更换。推荐更换为不锈钢波纹软管（寿命>=8年）或铠装软管（寿命>=6年）。软管长度控制在1.2-2.0米之间，不得超过2米，不得穿墙门窗敷设，两端须用专用喉箍卡紧。衡阳天然气公司提供免费上门更换不锈钢波纹管服务（首次材料费由用户承担）。,国家级法规,《城镇燃气管理条例》第二十七条；CJJ 94-2009,,,,高,,
安全用气,泄漏处置,,怀疑有燃气泄漏应该怎么办？,燃气泄漏应急处置五步法：1.关-立即关闭表前燃气总阀（顺时针转到底）；2.开-打开所有门窗形成对流加速燃气散逸；3.撤-迅速撤离所有人员至室外上风方向安全区域；4.报-在室外安全位置拨打衡阳天然气24小时抢修电话0734-8677777或119；5.等-等待专业人员到达前不得返回室内。严禁操作：开关任何电器（电灯排风扇油烟机）、在泄漏区域内使用手机、开关门铃、穿脱化纤衣物。,国家级法规,《城镇燃气管理条例》第二十七条第三十三条；CJJ 51-2016,,,,高,,
安全用气,泄漏处置,,如何用简单方法检查燃气是否泄漏？,三种方法（按可靠性排序）：1.肥皂水检测法（最可靠）-将洗洁精与水按1:3混合用毛刷涂抹管道接头阀门表具接口等处，有气泡持续冒出即为漏气点；2.嗅觉判断（辅助）-天然气经加臭处理有明显臭味，闻到臭鸡蛋味应高度怀疑泄漏；3.燃气表观察法-关闭所有燃气设备记录末位读数，15分钟后再次查看，读数有变化说明存在泄漏。严禁使用明火查漏！,国家级法规,《城镇燃气管理条例》第二十七条；CJJ 51-2016,,,,高,,
安全用气,用气常识,,如何选购合格的燃气灶？,选购要点：认准CCC认证标志；确认铭牌标注气源种类为天然气(12T)（衡阳管道气为天然气）；必须带有熄火保护装置（2009年起为国标强制要求）；优先选择一级（热效率>=63%）或二级（>=59%）能效产品；面板建议钢化玻璃（须CCC标志）或陶瓷面板；通过正规渠道购买索要发票保留保修卡。切勿网购无CCC认证三无产品！,国家级法规,《城镇燃气管理条例》第二十七条；GB 16410-2020,,,,高,,
安全用气,用气常识,,燃气灶的报废年限是多久？,根据GB 17905-2008，燃气灶自售出之日起判废年限为8年，燃气热水器为6-8年。出现以下情况应提前更换：灶面严重锈蚀变形，燃烧器严重变形无法正常燃烧，点火针或热电偶损坏无法修复，钢化玻璃曾受剧烈冲击有爆裂风险，配件已停产的老旧机型。超期灶具存在泄漏回火CO超标面板爆裂等重大安全风险。,国家级法规,GB 17905-2008,,,,高,,
安全用气,用气常识,,冬天使用燃气取暖要注意什么？,取暖设备必须确保排烟管道完好畅通伸出室外；每年供暖季前由专业人员安全检查；取暖同时保持室内通风至少留一扇窗户开启约5cm缝隙；切勿在卧室使用无排烟管道的移动式燃气取暖器-极度危险；强烈建议安装一氧化碳报警器（安装高度距地面1.5-1.7米）。CO中毒常发生在夜间睡眠时中毒者往往失去自救能力。,国家级法规,《城镇燃气管理条例》第二十七条；GB 50028-2020,,,,高,,
安全用气,设施保护,,室内燃气管道可以暗埋或包封吗？,严禁暗埋和完全包封！室内燃气管道应为明管敷设便于日常检查和泄漏检测。如需局部包封装饰必须采用百叶式或可拆卸盖板，保证通风面积>=包封立面面积的30%，包封内不得有管道接头，燃气表严禁包封。违反规定安检发现将下达隐患整改通知书，拒不整改可能被中止供气。,国家级法规,《城镇燃气管理条例》第二十七条；GB 50028-2020,,,,高,,
安全用气,用气常识,,厨房装修时需要注意哪些燃气安全问题？,严禁擅自改动燃气管道位置及走向，管道改造须由燃气公司专业人员实施；燃气表左右30cm上方50cm范围内不得设置水槽灶具及电器插座；嵌入式灶具下方橱柜须开设>=80cm2通风孔（防泄漏积聚）；燃气管与电气线路水平间距>=30cm交叉间距>=10cm；装修完毕须申请燃气公司上门进行气密性复检合格后方可通气使用。,国家级法规,《城镇燃气管理条例》第二十七条；GB 50028-2020,,,,高,,
安全用气,泄漏处置,,邻居家燃气泄漏但联系不到人怎么办？,千万不要破门而入！立即拨打0734-8677777和119，如泄漏严重且可能达到爆炸极限，燃气公司联合消防部门可在紧急避险原则下依法强制进入。同时通知小区物业和楼上楼下邻居撤离。禁止在楼道内使用手机按门铃开关电灯等。个人擅自破门不合法且存在因破门工具产生火花引爆燃气的致命风险。,国家级法规,《城镇燃气管理条例》第三十三条；CJJ 51-2016,,,,高,,
安全用气,泄漏处置,,用气时闻到异味但不确定是否燃气怎么处理？,应立即按泄漏应急处置：关阀、开窗、撤离、报修。专业人员将携带气体检测仪（PPM级精度）免费上门检测。天然气本身无色无味，泄漏后闻到的臭味是人为添加的加臭剂（四氢噻吩）。即便臭味很淡也应认真对待-宁可虚惊不可冒险！,国家级法规,《城镇燃气管理条例》第二十七条；CJJ 51-2016,,,,高,,
